Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
3374998	55737	6510	120855	112401	TCCCTA00141	-	VPS35	SLC1A5	MEM3|PARK17	AAAT|ASCT2|ATBO|M7V1|M7VS1|R16|RDRC	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3374999	55737	3796	120855	109997	TCCCTA00141	-	VPS35	KIF2A	MEM3|PARK17	CDCBM3|HK2|KIF2	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375000	55737	92799	120855	124979	TCCCTA00141	PP203	VPS35	SHKBP1	MEM3|PARK17	Sb1	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375001	55737	284403	120855	129863	TCCCTA00141	-	VPS35	WDR62	MEM3|PARK17	C19orf14|MCPH2	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375002	55737	9738	120855	115087	TCCCTA00141	-	VPS35	CCP110	MEM3|PARK17	CP110|Cep110	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375003	55737	523	120855	107007	TCCCTA00141	-	VPS35	ATP6V1A	MEM3|PARK17	ATP6A1|ATP6V1A1|HO68|VA68|VPP2|Vma1	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375004	55737	2120	120855	108421	TCCCTA00141	-	VPS35	ETV6	MEM3|PARK17	TEL|TEL/ABL	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375005	55737	7879	120855	113624	TCCCTA00141	-	VPS35	RAB7A	MEM3|PARK17	PRO2706|RAB7	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375006	55737	6845	120855	112712	TCCCTA00141	-	VPS35	VAMP7	MEM3|PARK17	SYBL1|TI-VAMP|TIVAMP|VAMP-7	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375007	55737	1452	120855	107836	TCCCTA00141	-	VPS35	CSNK1A1	MEM3|PARK17	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375008	55737	832	120855	107282	TCCCTA00141	RP4-657E11.7	VPS35	CAPZB	MEM3|PARK17	CAPB|CAPPB|CAPZ	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375009	55737	830	120855	107280	TCCCTA00141	-	VPS35	CAPZA2	MEM3|PARK17	CAPPA2|CAPZ	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375010	55737	23363	120855	116944	TCCCTA00141	-	VPS35	OBSL1	MEM3|PARK17	-	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375011	55737	5108	120855	111139	TCCCTA00141	-	VPS35	PCM1	MEM3|PARK17	PTC4	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375012	55737	23077	120855	116709	TCCCTA00141	AC001226.5	VPS35	MYCBP2	MEM3|PARK17	PAM	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375013	55737	100287171	120855	938833	TCCCTA00141	-	VPS35	WASH1	MEM3|PARK17	FAM39E|WASH	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375014	55737	580	120855	107056	TCCCTA00141	-	VPS35	BARD1	MEM3|PARK17	-	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375015	55737	23325	120855	116913	TCCCTA00141	-	VPS35	KIAA1033	MEM3|PARK17	MRT43|SWIP	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375016	55737	29934	120855	118974	TCCCTA00141	-	VPS35	SNX12	MEM3|PARK17	-	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375017	55737	253725	120855	128984	TCCCTA00141	RP11-175I17.5	VPS35	FAM21C	MEM3|PARK17	FAM21A|VPEF	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375018	55737	81609	120855	123546	TCCCTA00141	RP11-98D18.12-005	VPS35	SNX27	MEM3|PARK17	MRT1|MY014	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375019	55737	387680	120855	132390	TCCCTA00141	RP11-56A21.1	VPS35	FAM21A	MEM3|PARK17	FAM21B|bA56A21.1|bA98I6.1	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375020	55737	10807	120855	116021	TCCCTA00141	RP11-413M3.3	VPS35	SDCCAG3	MEM3|PARK17	NY-CO-3	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375021	55737	51324	120855	119474	TCCCTA00141	BM-019	VPS35	SPG21	MEM3|PARK17	ACP33|GL010|MAST	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375022	55737	51019	120855	119225	TCCCTA00141	AD-016	VPS35	CCDC53	MEM3|PARK17	CGI-116	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375023	55737	113246	120855	125237	TCCCTA00141	-	VPS35	C12orf57	MEM3|PARK17	C10|GRCC10	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375024	55737	4750	120855	110825	TCCCTA00141	-	VPS35	NEK1	MEM3|PARK17	NY-REN-55|SRPS2|SRPS2A|SRTD6	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375025	55737	9779	120855	115123	TCCCTA00141	-	VPS35	TBC1D5	MEM3|PARK17	-	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375026	55737	9231	120855	114662	TCCCTA00141	RP13-39P12.4	VPS35	DLG5	MEM3|PARK17	LP-DLG|P-DLG5|PDLG	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375027	55737	4008	120855	110193	TCCCTA00141	RP11-332E3.2	VPS35	LMO7	MEM3|PARK17	FBX20|FBXO20|LOMP	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375028	55737	84079	120855	123874	TCCCTA00141	PP12899	VPS35	ANKRD27	MEM3|PARK17	VARP	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375029	55737	154661	120855	127550	TCCCTA00141	-	VPS35	RUNDC3B	MEM3|PARK17	RPIB9|RPIP9	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375030	55737	127829	120855	126084	TCCCTA00141	-	VPS35	ARL8A	MEM3|PARK17	ARL10B|GIE2	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375031	55737	22852	120855	116523	TCCCTA00141	-	VPS35	ANKRD26	MEM3|PARK17	THC2|bA145E8.1	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375032	55737	57182	120855	121431	TCCCTA00141	-	VPS35	ANKRD50	MEM3|PARK17	-	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375033	55737	28987	120855	118808	TCCCTA00141	MSTP158	VPS35	NOB1	MEM3|PARK17	ART-4|MST158|NOB1P|PSMD8BP1	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375034	55737	9559	120855	114930	TCCCTA00141	-	VPS35	VPS26A	MEM3|PARK17	HB58|Hbeta58|PEP8A|VPS26	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375035	55737	55207	120855	120503	TCCCTA00141	-	VPS35	ARL8B	MEM3|PARK17	ARL10C|Gie1	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375036	55737	51699	120855	119683	TCCCTA00141	DC7	VPS35	VPS29	MEM3|PARK17	DC15|PEP11	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375037	55737	54834	120855	120187	TCCCTA00141	-	VPS35	GDAP2	MEM3|PARK17	MACROD3	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375038	55737	29099	120855	118867	TCCCTA00141	HSPC166	VPS35	COMMD9	MEM3|PARK17	-	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375039	55737	9897	120855	115226	TCCCTA00141	-	VPS35	KIAA0196	MEM3|PARK17	RTSC|SPG8	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375040	55737	10260	120855	115552	TCCCTA00141	-	VPS35	DENND4A	MEM3|PARK17	IRLB|MYCPBP	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375041	55737	55728	120855	120848	TCCCTA00141	-	VPS35	N4BP2	MEM3|PARK17	B3BP	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375042	55737	54663	120855	120092	TCCCTA00141	-	VPS35	WDR74	MEM3|PARK17	-	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375043	55737	9653	120855	115011	TCCCTA00141	-	VPS35	HS2ST1	MEM3|PARK17	dJ604K5.2	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375044	55737	167227	120855	127944	TCCCTA00141	-	VPS35	DCP2	MEM3|PARK17	NUDT20	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375045	55737	79598	120855	122737	TCCCTA00141	-	VPS35	CEP97	MEM3|PARK17	2810403B08Rik|LRRIQ2	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375046	55737	79848	120855	122939	TCCCTA00141	-	VPS35	CSPP1	MEM3|PARK17	CSPP|JBTS21	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375047	55737	1642	120855	108009	TCCCTA00141	-	VPS35	DDB1	MEM3|PARK17	DDBA|UV-DDB1|XAP1|XPCE|XPE|XPE-BF	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375048	55737	112936	120855	125215	TCCCTA00141	-	VPS35	VPS26B	MEM3|PARK17	Pep8b	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375049	55737	23307	120855	116899	TCCCTA00141	-	VPS35	FKBP15	MEM3|PARK17	FKBP133|KIAA0674|PPP1R76	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375050	55737	23644	120855	117171	TCCCTA00141	-	VPS35	EDC4	MEM3|PARK17	GE1|Ge-1|HEDL5|HEDLS|RCD-8|RCD8	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375051	55737	25853	120855	117377	TCCCTA00141	-	VPS35	DCAF12	MEM3|PARK17	CT102|KIAA1892|TCC52|WDR40A	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375052	55737	55667	120855	120799	TCCCTA00141	RP11-513M16.1	VPS35	DENND4C	MEM3|PARK17	C9orf55|C9orf55B|bA513M16.3	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375053	55737	24149	120855	117299	TCCCTA00141	HRIHFB2436	VPS35	ZNF318	MEM3|PARK17	TZF|ZFP318	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375249	4904	51142	110959	119326	-	AAG10	YBX1	CHCHD2	BP-8|CSDA2|CSDB|DBPB|MDR-NF1|NSEP-1|NSEP1|YB-1|YB1	C7orf17	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375345	7529	26058	113361	117520	RP1-148E22.1	-	YWHAB	GIGYF2	GW128|HEL-S-1|HS1|KCIP-1|YWHAA	GYF2|PARK11|PERQ2|PERQ3|TNRC15	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375853	7531	26058	113363	117520	-	-	YWHAE	GIGYF2	14-3-3E|HEL2|KCIP-1|MDCR|MDS	GYF2|PARK11|PERQ2|PERQ3|TNRC15	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3375926	7532	26058	113364	117520	-	-	YWHAG	GIGYF2	14-3-3GAMMA|PPP1R170	GYF2|PARK11|PERQ2|PERQ3|TNRC15	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3376146	7533	26058	113365	117520	LL22NC03-44A4.1	-	YWHAH	GIGYF2	YWHA1	GYF2|PARK11|PERQ2|PERQ3|TNRC15	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3376615	7534	26058	113366	117520	-	-	YWHAZ	GIGYF2	14-3-3-zeta|HEL-S-3|HEL4|KCIP-1|YWHAD	GYF2|PARK11|PERQ2|PERQ3|TNRC15	Affinity Capture-MS	physical	Cho NH (2022)	35271311	9606	9606	High Throughput	-	-	-	Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins	-	BIOGRID
3378909	7879	55737	113624	120855	-	TCCCTA00141	RAB7A	VPS35	PRO2706|RAB7	MEM3|PARK17	Proximity Label-MS	physical	Yan BR (2021)	34432599	9606	9606	High Throughput	0.0	-	-	+CCCP WT score 0|-CCCP WT score 0|Proximity Label-MS was carried out to identify high confidence protein-protein interactors with FDR<1% (FDR reported)	-	BIOGRID
3378920	7879	23317	113624	116908	-	-	RAB7A	DNAJC13	PRO2706|RAB7	RME8	Proximity Label-MS	physical	Yan BR (2021)	34432599	9606	9606	High Throughput	0.0	-	-	+CCCP WT score 0.01|-CCCP WT score 0|Proximity Label-MS was carried out to identify high confidence protein-protein interactors with FDR<1% (FDR reported)	-	BIOGRID
3378938	7879	54832	113624	120186	-	-	RAB7A	VPS13C	PRO2706|RAB7	-	Proximity Label-MS	physical	Yan BR (2021)	34432599	9606	9606	High Throughput	0.0	-	-	+CCCP WT score 0|-CCCP WT score 0|Proximity Label-MS was carried out to identify high confidence protein-protein interactors with FDR<1% (FDR reported)	-	BIOGRID
3379433	81609	23317	123546	116908	RP11-98D18.12-005	-	SNX27	DNAJC13	MRT1|MY014	RME8	Affinity Capture-MS	physical	Shi R (2021)	34315543	9606	9606	High Throughput	-	-	-	Affinity Capture-MS was carried out to identify high confidence protein-protein interactors with a fold change of >2 over control and an adjusted p<0.05	-	BIOGRID
3379643	81609	8867	123546	114388	RP11-98D18.12-005	-	SNX27	SYNJ1	MRT1|MY014	INPP5G|PARK20	Affinity Capture-MS	physical	Shi R (2021)	34315543	9606	9606	High Throughput	-	-	-	Affinity Capture-MS was carried out to identify high confidence protein-protein interactors with a fold change of >2 over control and an adjusted p<0.05	-	BIOGRID
3379678	81609	55737	123546	120855	RP11-98D18.12-005	TCCCTA00141	SNX27	VPS35	MRT1|MY014	MEM3|PARK17	Affinity Capture-MS	physical	Shi R (2021)	34315543	9606	9606	High Throughput	-	-	-	Affinity Capture-MS was carried out to identify high confidence protein-protein interactors with a fold change of >2 over control and an adjusted p<0.05	-	BIOGRID
3379827	573	11315	107049	116446	RP11-326F20.2	CTA-215D11.1	BAG1	PARK7	BAG-1|HAP|RAP46	DJ-1|DJ1|HEL-S-67p	Affinity Capture-MS	physical	Can ND (2021)	34428256	9606	9606	High Throughput	5.44	-	-	Affinity Capture-MS was carried out to identify high confidence protein-protein interactors with a >1.2 fold enrichment over control (Fold enrichment reported here)|Bag-1S Fold Change: 1.64|Bag-1S Fold Change: 1.67|Bag-1S Fold Change: 5.44	-	BIOGRID
3379918	573	7345	107049	113192	RP11-326F20.2	-	BAG1	UCHL1	BAG-1|HAP|RAP46	HEL-117|NDGOA|PARK5|PGP 9.5|PGP9.5|PGP95|Uch-L1	Affinity Capture-MS	physical	Can ND (2021)	34428256	9606	9606	High Throughput	6.64	-	-	Affinity Capture-MS was carried out to identify high confidence protein-protein interactors with a >1.2 fold enrichment over control (Fold enrichment reported here)|Bag-1S Fold Change: 6.64	-	BIOGRID
3380156	54894	26058	120241	117520	-	-	RNF43	GIGYF2	RNF124|URCC	GYF2|PARK11|PERQ2|PERQ3|TNRC15	Proximity Label-MS	physical	Radaszkiewicz T (2021)	34702444	9606	9606	Low Throughput	-	-	-	BioID	-	BIOGRID
3380402	79065	8867	122518	114388	-	-	ATG9A	SYNJ1	APG9L1|MGD3208|mATG9	INPP5G|PARK20	Proximity Label-MS	physical	Kannangara AR (2021)	34369648	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
3380970	1977	1981	108292	108296	-	-	EIF4E	EIF4G1	AUTS19|CBP|EIF4E1|EIF4EL1|EIF4F	EIF-4G1|EIF4F|EIF4G|EIF4GI|P220|PARK18	Affinity Capture-Western	physical	Sun R (2019)	31201269	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
3380973	1977	1981	108292	108296	-	-	EIF4E	EIF4G1	AUTS19|CBP|EIF4E1|EIF4EL1|EIF4F	EIF-4G1|EIF4F|EIF4G|EIF4GI|P220|PARK18	Co-localization	physical	Sun R (2019)	31201269	9606	9606	Low Throughput	-	-	-	PLA	-	BIOGRID
3381208	65018	55626	122376	120765	-	-	PINK1	AMBRA1	BRPK|PARK6	DCAF3|WDR94	Affinity Capture-Western	physical	Di Rienzo M (2021)	34798798	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
3381215	7345	4792	113192	110859	-	-	UCHL1	NFKBIA	HEL-117|NDGOA|PARK5|PGP 9.5|PGP9.5|PGP95|Uch-L1	IKBA|MAD-3|NFKBI	Affinity Capture-Western	physical	Zhang Z (2021)	34288216	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
3381314	11074	23317	116257	116908	DAAP-112O13.2	-	TRIM31	DNAJC13	C6orf13|HCG1|HCGI|RNF	RME8	Affinity Capture-MS	physical	Guo Y (2021)	34650049	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
3381349	11074	26058	116257	117520	DAAP-112O13.2	-	TRIM31	GIGYF2	C6orf13|HCG1|HCGI|RNF	GYF2|PARK11|PERQ2|PERQ3|TNRC15	Affinity Capture-MS	physical	Guo Y (2021)	34650049	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
3381657	8239562	5071	1898513	111105	Phum_PHUM577390	KB-152G3.1	Phum_PHUM577390	PARK2	-	AR-JP|LPRS2|PDJ|PRKN	Biochemical Activity	physical	Stuber K (2021)	34642328	121224	9606	Low Throughput	-	Phosphorylation	-	-	-	BIOGRID
3381658	5071	5071	111105	111105	KB-152G3.1	KB-152G3.1	PARK2	PARK2	AR-JP|LPRS2|PDJ|PRKN	AR-JP|LPRS2|PDJ|PRKN	Biochemical Activity	physical	Stuber K (2021)	34642328	9606	9606	Low Throughput	-	Ubiquitination	-	E2: UbcH7	-	BIOGRID
3381659	5071	7332	111105	113180	KB-152G3.1	-	PARK2	UBE2L3	AR-JP|LPRS2|PDJ|PRKN	E2-F1|L-UBC|UBCH7|UbcM4	Reconstituted Complex	physical	Stuber K (2021)	34642328	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
